neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,review_year,review_month,has_reviews,host_activity_level,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room,is_fake
12,40.6925,-73.94214,58,1,11,1.77,1,345,2019,5,1,Low,True,False,False,False,True,False,0
199,40.77327,-73.97953,175,3,21,1.3,1,42,2019,6,1,Low,False,True,False,False,False,False,0
92,40.81309,-73.95336,32,4,45,2.53,2,38,2019,7,1,Medium,False,True,False,False,True,False,0
135,40.74627,-73.97595,100,1,57,3.62,1,86,2019,6,1,Low,False,True,False,False,False,False,0
50,40.67439,-73.95286,35,10,5,0.29,2,350,2019,2,1,Medium,True,False,False,False,True,False,0
27,40.69783,-73.9301,55,14,3,0.21,2,64,2019,1,1,Medium,True,False,False,False,True,False,0
92,40.82246,-73.93817,95,1,49,2.72,2,180,2018,10,1,Medium,False,True,False,False,True,False,0
117,40.72015,-73.98376,416,4,37,2.17,1,244,2019,6,1,Low,False,True,False,False,False,False,1
101,40.86815,-73.92342,125,1,0,0.0,1,89,0,0,0,Low,False,True,False,False,True,False,0
12,40.68766,-73.92788,100,2,31,1.71,5,358,2019,7,1,Medium,True,False,False,False,True,False,0
29,40.64838,-73.89834,40,4,4,0.23,4,37,2019,3,1,Medium,True,False,False,False,True,False,0
53,40.77317,-73.91508,55,2,58,3.81,1,9,2019,6,1,Low,False,False,True,False,True,False,0
29,40.64994,-73.8964,120,4,31,1.88,4,296,2019,6,1,Medium,True,False,False,False,False,False,0
87,40.58876,-73.97349,39,3,20,1.29,1,324,2019,6,1,Low,True,False,False,False,True,False,0
203,40.83558,-73.9404,38,2,23,1.43,1,30,2019,6,1,Low,False,True,False,False,True,False,0
82,40.70116,-73.88935,45,1,61,3.52,6,274,2019,7,1,High,False,False,True,False,True,False,0
186,40.74648,-73.91919,60,1,76,4.43,1,301,2019,6,1,Low,False,False,True,False,True,False,0
101,40.86958,-73.9172,225,4,9,0.65,1,364,2019,5,1,Low,False,True,False,False,False,False,1
82,40.70148,-73.88954,25,2,75,4.29,6,254,2019,6,1,High,False,False,True,False,True,False,0
82,40.70099,-73.89034,25,1,101,5.59,6,216,2019,7,1,High,False,False,True,False,True,False,0
93,40.76464,-73.99361,200,5,46,2.63,1,228,2019,7,1,Low,False,True,False,False,False,False,0
125,40.7601,-73.96356,100,30,1,0.06,1,177,2018,3,1,Low,False,True,False,False,False,False,0
191,40.63518,-74.07956,65,4,63,3.63,3,191,2019,6,1,Medium,False,False,False,True,False,False,0
157,40.71899,-73.75347,45,3,27,3.65,1,304,2019,6,1,Low,False,False,True,False,False,False,0
198,40.77719,-73.9529,200,30,0,0.0,7,364,0,0,0,High,False,True,False,False,False,False,0
203,40.83267,-73.94156,75,30,0,0.0,1,90,0,0,0,Low,False,True,False,False,True,False,0
172,40.589,-73.95675,50,3,3,0.28,1,189,2018,9,1,Low,True,False,False,False,True,False,0
83,40.67968,-73.99066,125,2,50,3.19,1,80,2019,6,1,Low,True,False,False,False,True,False,0
50,40.67521,-73.93996,70,7,0,0.0,1,365,0,0,0,Low,True,False,False,False,True,False,0
84,40.73674,-73.98308,100,3,52,3.2,1,3,2019,5,1,Low,False,True,False,False,False,False,0
12,40.69305,-73.95599,169,2,95,5.27,1,48,2019,7,1,Low,True,False,False,False,False,False,0
199,40.76973,-73.9848,200,30,0,0.0,7,365,0,0,0,High,False,True,False,False,False,False,0
72,40.70853,-74.01436,225,30,1,0.07,7,364,2018,5,1,High,False,True,False,False,False,False,1
199,40.78296,-73.98252,545,2,47,2.79,1,269,2019,6,1,Low,False,True,False,False,False,False,1
186,40.74755,-73.91833,200,5,19,1.18,1,155,2019,6,1,Low,False,False,True,False,False,False,0
27,40.6881,-73.91312,71,5,19,1.29,7,140,2019,4,1,High,True,False,False,False,True,False,0
199,40.7817,-73.982,395,3,0,0.0,1,365,0,0,0,Low,False,True,False,False,True,False,1
27,40.68757,-73.90737,38,1,33,1.83,6,1,2019,6,1,High,True,False,False,False,True,False,0
211,40.71082,-73.95729,70,2,11,0.67,1,3,2019,7,1,Low,True,False,False,False,True,False,0
12,40.68141,-73.92769,69,2,21,1.2,2,28,2019,7,1,Medium,True,False,False,False,True,False,0
63,40.72785,-73.97976,155,1,80,4.62,3,21,2019,6,1,Medium,False,True,False,False,False,False,0
125,40.76334,-73.98257,165,2,4,0.24,1,188,2018,4,1,Low,False,True,False,False,False,False,0
198,40.77685,-73.9537,90,2,12,0.79,1,2,2018,10,1,Low,False,True,False,False,True,False,0
29,40.63761,-73.89339,55,2,32,1.84,3,76,2019,5,1,Medium,True,False,False,False,True,False,0
115,40.75489,-73.92167,150,2,54,3.21,2,351,2019,7,1,Medium,False,False,True,False,False,False,0
125,40.75059,-73.97122,170,30,0,0.0,7,364,0,0,0,High,False,True,False,False,False,False,0
92,40.82779,-73.94716,95,4,34,2.03,1,56,2019,5,1,Low,False,True,False,False,False,False,0
156,40.65686,-73.95758,22,7,5,0.3,1,5,2019,5,1,Low,True,False,False,False,True,False,0
33,40.7394,-73.99964,150,3,1,0.07,1,364,2018,5,1,Low,False,True,False,False,True,False,0
12,40.6886,-73.92937,130,4,53,3.66,2,41,2019,7,1,Medium,True,False,False,False,False,False,0
125,40.75129,-73.9698,170,30,0,0.0,7,364,0,0,0,High,False,True,False,False,False,False,0
12,40.68337,-73.93057,55,2,9,0.8,1,319,2019,4,1,Low,True,False,False,False,True,False,0
63,40.72162,-73.97774,135,3,49,2.71,2,202,2019,6,1,Medium,False,True,False,False,False,False,0
42,40.68864,-73.99896,100,30,5,0.33,1,117,2019,6,1,Low,True,False,False,False,False,False,0
22,40.57458,-73.96514,76,3,23,1.37,1,153,2018,9,1,Low,True,False,False,False,True,False,0
12,40.67974,-73.91705,97,2,44,2.92,1,174,2019,6,1,Low,True,False,False,False,False,False,0
60,40.80954,-73.93934,175,4,8,0.51,2,160,2019,6,1,Medium,False,True,False,False,False,False,0
12,40.69292,-73.94657,150,3,27,1.58,7,319,2019,6,1,High,True,False,False,False,False,False,0
198,40.77287,-73.95897,175,2,0,0.0,1,88,0,0,0,Low,False,True,False,False,True,False,0
50,40.67131,-73.94753,45,2,49,3.15,1,8,2019,6,1,Low,True,False,False,False,True,False,0
18,40.6876,-73.98472,160,4,4,0.3,1,14,2018,9,1,Low,True,False,False,False,False,False,0
163,40.69847,-73.90735,60,1,38,2.28,7,47,2019,6,1,High,False,False,True,False,True,False,0
93,40.75763,-73.99221,300,1,64,3.59,2,332,2019,6,1,Medium,False,True,False,False,True,False,1
29,40.63905,-73.89243,55,2,20,1.4,3,177,2019,6,1,Medium,True,False,False,False,True,False,0
199,40.7734,-73.98684,120,60,0,0.0,1,365,0,0,0,Low,False,True,False,False,True,False,0
203,40.85411,-73.92952,99,1,45,2.7,5,315,2019,6,1,Medium,False,True,False,False,True,False,0
29,40.64178,-73.90179,90,5,23,1.7,1,293,2019,6,1,Low,True,False,False,False,False,False,0
116,40.81961,-73.90019,40,5,45,2.51,1,266,2019,6,1,Low,False,False,False,False,False,False,0
76,40.77053,-73.80067,54,30,5,0.39,3,335,2019,6,1,Medium,False,False,True,False,True,False,0
211,40.7169,-73.96493,138,1,75,4.59,2,81,2019,7,1,Medium,True,False,False,False,True,False,0
27,40.69928,-73.9309,66,14,1,0.13,1,49,2018,11,1,Low,True,False,False,False,True,False,0
93,40.7559,-73.99324,109,1,91,5.11,2,304,2019,6,1,Medium,False,True,False,False,True,False,0
7,40.63557,-74.03449,110,2,34,3.03,1,96,2019,6,1,Low,True,False,False,False,False,False,0
12,40.68226,-73.93153,119,5,25,1.49,2,77,2019,5,1,Medium,True,False,False,False,False,False,0
33,40.74907,-74.00374,375,4,35,2.19,1,79,2019,4,1,Low,False,True,False,False,False,False,1
12,40.68094,-73.9462,58,30,4,0.26,6,220,2019,5,1,High,True,False,False,False,False,False,0
12,40.68959,-73.95616,85,3,11,0.82,1,13,2019,6,1,Low,True,False,False,False,True,False,0
51,40.68177,-73.88277,68,2,10,0.94,3,365,2018,12,1,Medium,True,False,False,False,True,False,0
92,40.80399,-73.95402,90,4,5,0.31,1,7,2019,2,1,Low,False,True,False,False,False,False,0
92,40.81294,-73.94609,90,2,30,1.88,2,331,2019,7,1,Medium,False,True,False,False,True,False,0
1,40.56033,-74.18259,75,1,20,1.55,1,6,2019,1,1,Low,False,False,False,True,False,False,0
156,40.66248,-73.95427,130,3,36,2.23,1,132,2019,6,1,Low,True,False,False,False,False,False,0
211,40.71589,-73.94288,100,3,19,1.35,1,172,2019,6,1,Low,True,False,False,False,True,False,0
211,40.71297,-73.95657,345,2,47,3.24,2,146,2019,6,1,Medium,True,False,False,False,False,False,1
198,40.77207,-73.95599,150,60,6,0.36,3,33,2019,7,1,Medium,False,True,False,False,False,False,0
4,40.76645,-73.91486,80,3,22,1.28,1,188,2018,10,1,Low,False,False,True,False,True,False,0
60,40.78662,-73.94109,100,1,4,0.22,1,22,2018,5,1,Low,False,True,False,False,False,False,0
72,40.70402,-74.01572,120,2,11,0.66,2,58,2019,5,1,Medium,False,True,False,False,True,False,0
92,40.82389,-73.95014,48,30,5,0.32,3,332,2019,5,1,Medium,False,True,False,False,True,False,0
50,40.67985,-73.96277,175,5,4,0.31,1,98,2018,8,1,Low,True,False,False,False,False,False,0
29,40.63762,-73.91004,95,3,4,0.23,2,108,2019,1,1,Medium,True,False,False,False,False,False,0
12,40.68482,-73.93723,40,1,4,0.25,1,84,2018,10,1,Low,True,False,False,False,True,False,0
110,40.74322,-73.98005,339,3,19,1.25,1,365,2019,4,1,Low,False,True,False,False,False,False,1
12,40.68567,-73.95146,79,1,8,0.47,2,21,2018,11,1,Medium,True,False,False,False,False,False,0
180,40.66298,-73.77,50,1,302,16.81,3,26,2019,7,1,Medium,False,False,True,False,True,False,0
101,40.85925,-73.9297,40,3,33,2.05,1,18,2019,6,1,Low,False,True,False,False,True,False,0
92,40.82881,-73.94309,85,1,1,0.11,1,90,2018,10,1,Low,False,True,False,False,False,True,0
179,40.66064,-73.98564,129,1,67,3.97,5,255,2019,6,1,Medium,True,False,False,False,False,False,0
12,40.68117,-73.93537,105,3,41,2.46,1,211,2019,6,1,Low,True,False,False,False,False,False,0
141,40.7275,-73.99168,265,2,42,2.45,1,70,2019,6,1,Low,False,True,False,False,False,False,1
12,40.69251,-73.9301,35,1,5,0.46,3,59,2018,9,1,Medium,True,False,False,False,True,False,0
27,40.69124,-73.90236,69,14,6,0.35,2,319,2019,6,1,Medium,True,False,False,False,True,False,0
27,40.7,-73.91714,250,1,45,2.56,1,96,2019,6,1,Low,True,False,False,False,False,False,1
125,40.75241,-73.98558,120,180,3,0.42,1,299,2019,1,1,Low,False,True,False,False,False,False,0
203,40.8485,-73.93509,52,1,46,2.73,1,21,2019,6,1,Low,False,True,False,False,True,False,0
103,40.66745,-73.78156,130,1,4,0.27,1,365,2018,8,1,Low,False,False,True,False,True,False,0
213,40.65892,-73.98386,45,2,26,1.6,1,74,2019,6,1,Low,True,False,False,False,True,False,0
194,40.7118,-74.0083,150,30,1,0.09,1,328,2018,8,1,Low,False,True,False,False,False,False,0
62,40.66337,-73.88036,80,5,55,3.31,1,139,2019,6,1,Low,True,False,False,False,False,False,0
84,40.73684,-73.98157,200,2,20,1.17,3,20,2019,5,1,Medium,False,True,False,False,False,False,0
161,40.70379,-73.8187,50,7,14,1.03,1,93,2019,6,1,Low,False,False,True,False,True,False,0
132,40.80906,-73.92031,150,1,9,0.72,1,168,2019,6,1,Low,False,False,False,False,False,False,0
12,40.68518,-73.94283,125,2,61,3.47,3,250,2019,6,1,Medium,True,False,False,False,False,False,0
76,40.77253,-73.82467,140,2,14,0.81,7,57,2019,5,1,High,False,False,True,False,True,False,0
33,40.74376,-73.99313,220,1,9,1.79,1,13,2019,6,1,Low,False,True,False,False,False,False,0
211,40.70283,-73.93788,30,3,32,1.85,1,36,2019,6,1,Low,True,False,False,False,True,False,0
198,40.78096,-73.95412,79,2,88,5.69,1,107,2019,7,1,Low,False,True,False,False,True,False,0
163,40.70228,-73.90097,90,1,4,2.26,1,1,2019,6,1,Low,False,False,True,False,True,False,0
155,40.67404,-73.96395,69,4,16,0.95,1,300,2019,6,1,Low,True,False,False,False,True,False,0
92,40.81899,-73.94714,49,30,11,0.79,4,257,2019,1,1,Medium,False,True,False,False,True,False,0
144,40.88007,-73.87326,50,5,4,0.26,2,324,2019,6,1,Medium,False,False,False,False,True,False,0
92,40.81376,-73.95354,69,2,4,0.29,11,180,2018,10,1,High,False,True,False,False,True,False,1
92,40.81236,-73.95204,69,1,4,0.29,11,365,2018,8,1,High,False,True,False,False,True,False,1
92,40.81196,-73.95221,65,1,3,0.18,11,364,2018,3,1,High,False,True,False,False,True,False,1
135,40.7504,-73.97759,200,30,3,0.28,4,311,2019,5,1,Medium,False,True,False,False,False,False,0
156,40.65676,-73.94139,150,3,1,0.08,1,363,2018,6,1,Low,True,False,False,False,False,False,0
156,40.65757,-73.96039,110,5,28,1.71,1,347,2019,6,1,Low,True,False,False,False,False,False,0
117,40.71527,-73.9898,69,8,6,0.37,2,334,2019,4,1,Medium,False,True,False,False,True,False,0
92,40.82742,-73.94878,60,1,103,5.94,1,19,2019,7,1,Low,False,True,False,False,True,False,0
123,40.71131,-73.87376,100,1,44,4.33,1,264,2019,6,1,Low,False,False,True,False,False,False,0
12,40.69417,-73.94873,92,2,42,2.47,1,11,2019,5,1,Low,True,False,False,False,False,False,0
76,40.76936,-73.83035,98,1,26,1.48,1,215,2019,6,1,Low,False,False,True,False,True,False,0
211,40.71286,-73.95648,175,3,0,0.0,1,365,0,0,0,Low,True,False,False,False,True,False,0
92,40.81337,-73.95206,69,1,1,0.06,11,364,2018,3,1,High,False,True,False,False,True,False,1
101,40.86529,-73.92213,55,1,28,2.54,1,175,2019,6,1,Low,False,True,False,False,True,False,0
92,40.81351,-73.95186,65,1,0,0.0,11,364,0,0,0,High,False,True,False,False,True,False,1
92,40.81339,-73.95176,65,1,1,0.07,11,364,2018,4,1,High,False,True,False,False,True,False,1
50,40.66884,-73.95957,40,1,120,6.77,1,8,2019,7,1,Low,True,False,False,False,True,False,0
59,40.65875,-73.93698,68,1,18,1.06,1,152,2019,6,1,Low,True,False,False,False,True,False,0
211,40.72017,-73.95977,600,2,26,1.59,1,253,2019,5,1,Low,True,False,False,False,False,False,1
216,40.74615,-73.90216,60,1,123,7.07,1,105,2019,7,1,Low,False,False,True,False,True,False,0
199,40.79551,-73.97221,120,1,14,0.81,3,360,2018,12,1,Medium,False,True,False,False,True,False,0
12,40.68613,-73.92815,105,1,72,4.08,2,307,2019,7,1,Medium,True,False,False,False,False,False,0
18,40.68531,-73.97948,150,2,19,1.13,1,1,2019,6,1,Low,True,False,False,False,False,False,0
115,40.75533,-73.93261,175,2,45,2.84,1,33,2019,6,1,Low,False,False,True,False,False,False,0
12,40.67685,-73.91499,50,3,20,1.15,6,178,2019,6,1,High,True,False,False,False,True,False,0
4,40.75639,-73.91619,50,25,5,0.33,3,155,2019,1,1,Medium,False,False,True,False,True,False,0
199,40.80095,-73.96725,60,90,0,0.0,1,90,0,0,0,Low,False,True,False,False,True,False,0
60,40.80194,-73.94397,69,3,17,1.27,1,77,2019,7,1,Low,False,True,False,False,True,False,0
59,40.63767,-73.94011,80,90,23,1.38,1,156,2018,9,1,Low,True,False,False,False,False,False,0
89,40.72998,-73.95649,480,7,2,0.13,1,23,2019,4,1,Low,True,False,False,False,False,False,1
89,40.72522,-73.95184,46,3,7,0.4,5,285,2019,6,1,Medium,True,False,False,False,True,False,0
63,40.721,-73.98186,150,2,3,0.17,1,6,2019,7,1,Low,False,True,False,False,False,False,0
27,40.68993,-73.90499,55,1,36,2.07,1,26,2019,5,1,Low,True,False,False,False,True,False,0
89,40.73531,-73.95631,58,3,9,0.52,4,25,2018,11,1,Medium,True,False,False,False,True,False,0
89,40.7348,-73.95701,58,3,11,0.64,4,14,2018,11,1,Medium,True,False,False,False,True,False,0
117,40.72073,-73.9929,280,3,0,0.0,1,87,0,0,0,Low,False,True,False,False,False,False,1
126,40.62427,-73.96194,69,2,64,3.95,2,225,2019,7,1,Medium,True,False,False,False,False,False,0
203,40.8521,-73.93958,110,7,19,1.11,1,171,2019,6,1,Low,False,True,False,False,False,False,0
211,40.71174,-73.94956,249,2,54,3.17,2,154,2019,7,1,Medium,True,False,False,False,False,False,1
4,40.7682,-73.92852,32,2,28,1.64,2,16,2018,8,1,Medium,False,False,True,False,False,True,0
50,40.6774,-73.95133,140,2,54,3.17,2,1,2019,6,1,Medium,True,False,False,False,False,False,0
50,40.66989,-73.9436,50,3,1,0.07,1,18,2018,5,1,Low,True,False,False,False,True,False,0
59,40.64016,-73.94119,80,1,1,0.07,1,179,2018,5,1,Low,True,False,False,False,True,False,0
40,40.69083,-73.9655,58,2,38,2.38,1,37,2019,6,1,Low,True,False,False,False,True,False,0
27,40.70332,-73.92766,38,2,13,0.93,2,141,2019,5,1,Medium,True,False,False,False,True,False,0
59,40.6329,-73.92784,80,1,53,3.02,3,363,2019,6,1,Medium,True,False,False,False,False,False,0
156,40.65681,-73.95931,73,31,4,0.31,1,5,2019,5,1,Low,True,False,False,False,False,False,0
198,40.76805,-73.96765,169,1,67,3.81,1,186,2019,6,1,Low,False,True,False,False,False,False,0
199,40.78941,-73.97167,145,7,9,0.55,1,80,2019,6,1,Low,False,True,False,False,False,False,0
211,40.71126,-73.96009,195,6,6,0.4,2,14,2019,3,1,Medium,True,False,False,False,False,False,0
198,40.77219,-73.94763,199,5,6,0.44,1,11,2018,12,1,Low,False,True,False,False,False,False,0
199,40.78694,-73.97218,100,31,1,0.09,3,161,2018,7,1,Medium,False,True,False,False,False,False,0
63,40.72149,-73.98273,90,5,11,0.69,2,5,2019,6,1,Medium,False,True,False,False,True,False,0
186,40.74526,-73.91355,78,4,26,1.53,1,50,2019,5,1,Low,False,False,True,False,False,False,0
125,40.74698,-73.98906,110,1,135,7.67,3,311,2019,6,1,Medium,False,True,False,False,True,False,0
110,40.74148,-73.98126,188,30,40,2.35,1,146,2019,6,1,Low,False,True,False,False,False,False,0
12,40.68599,-73.92967,45,2,48,2.81,2,12,2019,6,1,Medium,True,False,False,False,True,False,0
62,40.67342,-73.89325,169,3,22,1.3,1,189,2019,3,1,Low,True,False,False,False,False,False,0
198,40.76365,-73.96683,275,2,63,3.9,1,239,2019,6,1,Low,False,True,False,False,False,False,1
125,40.75946,-73.96498,189,30,3,0.21,5,108,2019,4,1,Medium,False,True,False,False,False,False,0
50,40.67802,-73.9614,60,1,19,1.17,1,362,2019,6,1,Low,True,False,False,False,True,False,0
30,40.67674,-73.99769,149,3,38,2.38,1,138,2019,6,1,Low,True,False,False,False,False,False,0
115,40.74893,-73.94688,199,2,50,2.95,1,161,2019,6,1,Low,False,False,True,False,False,False,0
78,40.72454,-73.84103,72,1,5,0.4,1,35,2018,12,1,Low,False,False,True,False,True,False,0
93,40.76274,-73.99321,120,30,3,0.25,20,289,2019,1,1,High,False,True,False,False,False,False,1
211,40.70856,-73.94281,65,2,74,4.3,1,28,2019,6,1,Low,True,False,False,False,True,False,0
12,40.68898,-73.95835,98,3,45,2.56,1,179,2019,6,1,Low,True,False,False,False,False,False,0
27,40.70285,-73.92563,50,6,3,0.28,3,13,2019,1,1,Medium,True,False,False,False,True,False,0
125,40.76551,-73.98315,189,29,3,0.27,1,358,2018,10,1,Low,False,True,False,False,False,False,0
198,40.77251,-73.95113,75,1,30,2.92,1,8,2019,6,1,Low,False,True,False,False,False,True,0
12,40.6964,-73.94696,36,28,1,0.06,1,297,2018,3,1,Low,True,False,False,False,True,False,0
12,40.6865,-73.93199,25,30,6,0.58,3,207,2019,5,1,Medium,True,False,False,False,True,False,0
33,40.74286,-73.99847,84,4,14,0.82,1,13,2019,6,1,Low,False,True,False,False,True,False,0
93,40.76716,-73.98779,295,1,114,6.68,1,125,2019,6,1,Low,False,True,False,False,False,False,1
125,40.74779,-73.98734,220,3,36,2.11,1,331,2019,7,1,Low,False,True,False,False,False,False,0
12,40.68876,-73.95265,150,3,43,2.86,1,10,2019,7,1,Low,True,False,False,False,False,False,0
60,40.79846,-73.94239,89,1,63,3.74,1,12,2019,6,1,Low,False,True,False,False,True,False,0
211,40.7141,-73.96194,128,5,56,3.32,1,18,2019,6,1,Low,True,False,False,False,False,False,0
60,40.80189,-73.94483,130,3,3,0.21,1,128,2019,6,1,Low,False,True,False,False,False,False,0
172,40.60407,-73.95302,50,2,13,1.38,1,71,2019,3,1,Low,True,False,False,False,True,False,0
93,40.75715,-73.99759,110,2,13,0.74,3,23,2018,12,1,Medium,False,True,False,False,True,False,0
78,40.73677,-73.84784,45,5,3,0.2,2,355,2018,9,1,Medium,False,False,True,False,True,False,0
12,40.67839,-73.92532,150,2,59,3.55,1,231,2019,6,1,Low,True,False,False,False,False,False,0
22,40.58012,-73.95896,35,1,77,4.67,5,187,2019,6,1,Medium,True,False,False,False,True,False,0
50,40.66615,-73.95426,69,3,85,5.0,1,193,2019,6,1,Low,True,False,False,False,False,False,0
76,40.75794,-73.83234,150,2,54,3.1,7,70,2019,6,1,High,False,False,True,False,False,False,0
12,40.68156,-73.93722,140,4,19,1.32,1,76,2019,6,1,Low,True,False,False,False,False,False,0
187,40.65907,-73.99849,150,1,0,0.0,1,90,0,0,0,Low,True,False,False,False,True,False,0
33,40.74144,-73.99984,299,2,0,0.0,1,2,0,0,0,Low,False,True,False,False,False,False,1
106,40.64579,-73.97383,57,3,94,5.4,2,69,2019,7,1,Medium,True,False,False,False,False,False,0
182,40.70419,-73.75116,25,3,60,3.61,1,350,2019,6,1,Low,False,False,True,False,True,False,0
4,40.76475,-73.9289,175,1,21,1.2,1,85,2019,3,1,Low,False,False,True,False,False,False,0
12,40.6899,-73.93559,450,2,27,1.79,2,364,2019,6,1,Medium,True,False,False,False,False,False,1
157,40.72249,-73.75486,200,2,58,3.6,1,152,2019,7,1,Low,False,False,True,False,False,False,0
58,40.75735,-73.87845,55,2,11,0.71,2,179,2019,6,1,Medium,False,False,True,False,True,False,0
113,40.71889,-73.99686,400,2,2,0.19,2,3,2019,3,1,Medium,False,True,False,False,False,False,1
53,40.77799,-73.90807,140,1,67,4.14,1,145,2019,6,1,Low,False,False,True,False,False,False,0
117,40.71884,-73.98354,160,4,23,2.29,1,102,2019,6,1,Low,False,True,False,False,True,False,0
4,40.76853,-73.9172,100,1,13,0.91,1,172,2019,6,1,Low,False,False,True,False,True,False,0
93,40.76546,-73.99253,90,2,12,0.71,2,338,2018,10,1,Medium,False,True,False,False,True,False,0
211,40.71691,-73.96302,200,3,19,1.1,1,4,2019,5,1,Low,True,False,False,False,False,False,0
83,40.66621,-73.99256,169,1,2,0.16,3,115,2018,11,1,Medium,True,False,False,False,True,False,0
55,40.74807,-73.73674,65,2,29,1.68,1,240,2019,3,1,Low,False,False,True,False,True,False,0
73,40.65369,-73.95565,65,3,22,1.4,1,89,2019,6,1,Low,True,False,False,False,True,False,0
198,40.77602,-73.95062,350,3,15,0.9,1,5,2018,11,1,Low,False,True,False,False,False,False,1
50,40.67697,-73.96317,115,3,37,2.29,1,13,2019,6,1,Low,True,False,False,False,False,False,0
27,40.70289,-73.92594,74,3,37,2.27,1,46,2019,6,1,Low,True,False,False,False,True,False,0
63,40.72196,-73.98083,148,4,20,1.39,1,121,2019,6,1,Low,False,True,False,False,False,False,0
22,40.58198,-73.9577,35,1,67,3.83,5,186,2019,6,1,Medium,True,False,False,False,True,False,0
50,40.67074,-73.94896,125,3,63,4.36,1,165,2019,7,1,Low,True,False,False,False,False,False,0
92,40.82089,-73.95018,65,1,50,3.69,1,1,2019,5,1,Low,False,True,False,False,True,False,0
12,40.68804,-73.93013,150,1,14,0.82,2,307,2019,4,1,Medium,True,False,False,False,False,False,0
84,40.73573,-73.98755,150,30,5,0.3,1,53,2018,12,1,Low,False,True,False,False,False,False,0
150,40.85407,-73.83264,69,3,69,4.21,1,21,2019,6,1,Low,False,False,False,False,False,False,0
60,40.80375,-73.93599,115,3,67,3.98,2,132,2019,6,1,Medium,False,True,False,False,False,False,0
51,40.6784,-73.8924,100,1,43,2.65,1,365,2019,6,1,Low,True,False,False,False,True,False,0
67,40.74711,-73.88188,125,3,56,3.76,1,107,2019,6,1,Low,False,False,True,False,False,False,0
63,40.72169,-73.98279,399,4,43,2.55,1,161,2019,6,1,Low,False,True,False,False,False,False,1
198,40.77395,-73.95493,100,3,16,0.95,1,20,2019,6,1,Low,False,True,False,False,False,False,0
90,40.72839,-73.99437,495,6,12,0.84,4,52,2019,6,1,Medium,False,True,False,False,False,False,1
92,40.81767,-73.93771,120,4,21,1.25,1,128,2019,7,1,Low,False,True,False,False,False,False,0
186,40.74208,-73.92414,50,2,51,3.17,1,36,2019,7,1,Low,False,False,True,False,True,False,0
150,40.84934,-73.83345,119,3,28,1.68,1,351,2019,6,1,Low,False,False,False,False,False,False,0
211,40.7117,-73.9624,200,3,40,2.3,2,279,2019,5,1,Medium,True,False,False,False,False,False,0
198,40.76327,-73.96766,145,30,1,1.0,6,122,2019,6,1,High,False,True,False,False,False,False,0
199,40.7841,-73.97468,125,30,5,0.34,4,220,2019,5,1,Medium,False,True,False,False,False,False,0
198,40.77847,-73.95162,350,31,1,0.18,33,327,2019,1,1,High,False,True,False,False,False,False,1
125,40.74422,-73.98473,145,2,29,1.67,2,74,2019,5,1,Medium,False,True,False,False,True,False,0
198,40.77742,-73.95149,300,31,1,0.16,33,248,2019,1,1,High,False,True,False,False,False,False,1
198,40.77748,-73.9514,135,31,1,0.07,33,338,2018,5,1,High,False,True,False,False,False,False,1
198,40.77915,-73.95041,225,31,0,0.0,33,326,0,0,0,High,False,True,False,False,False,False,1
151,40.85929,-73.84229,60,3,41,2.44,1,23,2019,7,1,Low,False,False,False,False,False,False,0
198,40.77721,-73.94997,300,31,5,0.31,33,326,2019,1,1,High,False,True,False,False,False,False,1
198,40.77712,-73.95176,250,31,0,0.0,33,345,0,0,0,High,False,True,False,False,False,False,1
198,40.77717,-73.95131,300,31,8,0.49,33,342,2018,12,1,High,False,True,False,False,False,False,1
12,40.68799,-73.95202,110,2,58,3.39,1,62,2019,6,1,Low,True,False,False,False,False,False,0
211,40.71181,-73.96383,104,1,27,1.67,1,84,2019,6,1,Low,True,False,False,False,False,False,0
187,40.638,-74.01619,39,1,14,1.0,8,127,2019,5,1,High,True,False,False,False,True,False,0
121,40.71415,-73.91426,45,1,55,3.26,2,27,2019,6,1,Medium,False,False,True,False,True,False,0
50,40.67191,-73.92669,178,2,19,1.13,4,257,2019,6,1,Medium,True,False,False,False,False,False,0
27,40.68579,-73.91416,45,1,0,0.0,26,249,0,0,0,High,True,False,False,False,True,False,1
27,40.68651,-73.91384,55,1,4,0.23,26,179,2018,3,1,High,True,False,False,False,True,False,1
56,40.69727,-73.98552,97,31,8,0.59,2,138,2019,5,1,Medium,True,False,False,False,False,False,0
82,40.69946,-73.89079,35,1,89,5.31,6,256,2019,6,1,High,False,False,True,False,True,False,0
58,40.76393,-73.86444,80,2,1,0.11,1,219,2018,10,1,Low,False,False,True,False,True,False,0
89,40.72904,-73.95433,180,45,0,0.0,1,326,0,0,0,Low,True,False,False,False,False,False,0
115,40.75305,-73.93487,68,1,23,1.33,1,298,2019,6,1,Low,False,False,True,False,True,False,0
211,40.71563,-73.9398,140,2,18,1.07,1,36,2019,6,1,Low,True,False,False,False,False,False,0
201,40.70312,-73.98416,130,30,3,0.24,1,339,2019,1,1,Low,True,False,False,False,False,False,0
50,40.67218,-73.94087,93,1,77,4.49,1,55,2019,6,1,Low,True,False,False,False,False,False,0
